Provider,PotentialFraud,inp_claim_count,inp_total_reimb,inp_mean_reimb,inp_unique_bene,out_claim_count,out_total_reimb,out_mean_reimb,out_unique_bene,total_claims,total_reimb,total_unique_bene,claims_per_patient,inp_to_outp_ratio,avg_claim_cost,inp_2008_11,inp_2008_12,inp_2009_01,inp_2009_02,inp_2009_03,inp_2009_04,inp_2009_05,inp_2009_06,inp_2009_07,inp_2009_08,inp_2009_09,inp_2009_10,inp_2009_11,inp_2009_12,out_2008_12,out_2009_01,out_2009_02,out_2009_03,out_2009_04,out_2009_05,out_2009_06,out_2009_07,out_2009_08,out_2009_09,out_2009_10,out_2009_11,out_2009_12,top_states
PRV51091,No,0.0,0.0,0.0,0.0,44.0,9270.0,210.6818181818182,44.0,44.0,9270.0,44.0,0.9777777777777777,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,3.0,4.0,7.0,5.0,4.0,2.0,4.0,3.0,
PRV51093,No,2.0,11000.0,5500.0,2.0,7.0,2710.0,387.14285714285717,7.0,9.0,13710.0,9.0,0.9,0.25,1371.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,"1, 10"
PRV51096,No,0.0,0.0,0.0,0.0,5.0,3200.0,640.0,5.0,5.0,3200.0,5.0,0.8333333333333334,0.0,533.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
PRV51097,No,0.0,0.0,0.0,0.0,125.0,44420.0,355.36,71.0,125.0,44420.0,71.0,1.7361111111111112,0.0,352.53968253968253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,12.0,12.0,8.0,9.0,10.0,9.0,10.0,12.0,7.0,14.0,
PRV51098,No,0.0,0.0,0.0,0.0,4.0,300.0,75.0,4.0,4.0,300.0,4.0,0.8,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,
PRV51100,No,5.0,78000.0,15600.0,5.0,0.0,0.0,0.0,0.0,5.0,78000.0,5.0,0.8333333333333334,5.0,13000.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV51101,No,3.0,16600.0,5533.333333333333,3.0,0.0,0.0,0.0,0.0,3.0,16600.0,3.0,0.75,3.0,4150.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV51102,No,12.0,148000.0,12333.333333333334,11.0,0.0,0.0,0.0,0.0,12.0,148000.0,11.0,1.0,12.0,11384.615384615385,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV51103,Yes,0.0,0.0,0.0,0.0,6.0,440.0,73.33333333333333,4.0,6.0,440.0,4.0,1.2,0.0,62.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,
PRV51104,No,0.0,0.0,0.0,0.0,12.0,1900.0,158.33333333333334,9.0,12.0,1900.0,9.0,1.2,0.0,146.15384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,
PRV51105,No,0.0,0.0,0.0,0.0,12.0,6540.0,545.0,12.0,12.0,6540.0,12.0,0.9230769230769231,0.0,503.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,
PRV51108,No,19.0,156000.0,8210.526315789473,19.0,0.0,0.0,0.0,0.0,19.0,156000.0,19.0,0.95,19.0,7800.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV51109,No,3.0,18000.0,6000.0,3.0,0.0,0.0,0.0,0.0,3.0,18000.0,3.0,0.75,3.0,4500.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV51110,No,5.0,27000.0,5400.0,5.0,0.0,0.0,0.0,0.0,5.0,27000.0,5.0,0.8333333333333334,5.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1, 10, 11"
PRV51111,No,0.0,0.0,0.0,0.0,132.0,54860.0,415.6060606060606,85.0,132.0,54860.0,85.0,1.5348837209302326,0.0,412.4812030075188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,9.0,12.0,10.0,11.0,13.0,12.0,13.0,10.0,9.0,14.0,
PRV51112,No,0.0,0.0,0.0,0.0,304.0,105250.0,346.2171052631579,195.0,304.0,105250.0,195.0,1.5510204081632653,0.0,345.08196721311475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,27.0,28.0,27.0,34.0,23.0,17.0,25.0,20.0,24.0,21.0,18.0,
PRV51113,No,0.0,0.0,0.0,0.0,132.0,46390.0,351.43939393939394,78.0,132.0,46390.0,78.0,1.6708860759493671,0.0,348.796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,6.0,18.0,7.0,13.0,14.0,9.0,12.0,10.0,13.0,11.0,8.0,
PRV51114,No,0.0,0.0,0.0,0.0,262.0,76720.0,292.82442748091603,160.0,262.0,76720.0,160.0,1.6273291925465838,0.0,291.71102661596956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,25.0,24.0,21.0,29.0,22.0,19.0,22.0,17.0,24.0,18.0,14.0,
PRV51115,No,0.0,0.0,0.0,0.0,7.0,980.0,140.0,6.0,7.0,980.0,6.0,1.0,0.0,122.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,
PRV51117,No,0.0,0.0,0.0,0.0,12.0,1950.0,162.5,10.0,12.0,1950.0,10.0,1.0909090909090908,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,
PRV51118,No,16.0,136000.0,8500.0,16.0,0.0,0.0,0.0,0.0,16.0,136000.0,16.0,0.9411764705882353,16.0,8000.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV51119,Yes,94.0,985000.0,10478.72340425532,81.0,1.0,95580.0,95580.0,1.0,95.0,1080580.0,82.0,1.144578313253012,47.0,11256.041666666666,0.0,6.0,5.0,7.0,7.0,8.0,7.0,11.0,7.0,6.0,8.0,10.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV51120,No,7.0,52000.0,7428.571428571428,7.0,0.0,0.0,0.0,0.0,7.0,52000.0,7.0,0.875,7.0,6500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV51121,No,6.0,81000.0,13500.0,6.0,1.0,80.0,80.0,1.0,7.0,81080.0,7.0,0.875,3.0,10135.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
PRV51122,No,0.0,0.0,0.0,0.0,7.0,1120.0,160.0,7.0,7.0,1120.0,7.0,0.875,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
PRV51123,No,2.0,9000.0,4500.0,2.0,29.0,17910.0,617.5862068965517,28.0,31.0,26910.0,30.0,1.0,0.06666666666666667,840.9375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,6.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2
PRV51125,No,12.0,110000.0,9166.666666666666,12.0,36.0,21310.0,591.9444444444445,20.0,48.0,131310.0,32.0,1.4545454545454546,0.32432432432432434,2679.795918367347,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,3.0,4.0,1.0,3.0,5.0,3.0,2.0,3.0,4.0,1.0,2
PRV51126,Yes,20.0,177000.0,8850.0,14.0,0.0,0.0,0.0,0.0,20.0,177000.0,14.0,1.3333333333333333,20.0,8428.57142857143,0.0,0.0,4.0,0.0,3.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
PRV51128,No,5.0,90000.0,18000.0,3.0,45.0,12220.0,271.55555555555554,37.0,50.0,102220.0,40.0,1.2195121951219512,0.10869565217391304,2004.313725490196,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,4.0,6.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,2
PRV51129,No,0.0,0.0,0.0,0.0,96.0,22920.0,238.75,65.0,96.0,22920.0,65.0,1.4545454545454546,0.0,236.28865979381445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,10.0,7.0,11.0,10.0,6.0,7.0,11.0,7.0,10.0,
PRV51130,No,0.0,0.0,0.0,0.0,7.0,4970.0,710.0,7.0,7.0,4970.0,7.0,0.875,0.0,621.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
PRV51131,No,0.0,0.0,0.0,0.0,8.0,1160.0,145.0,8.0,8.0,1160.0,8.0,0.8888888888888888,0.0,128.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,
PRV51132,No,1.0,4000.0,4000.0,1.0,7.0,1330.0,190.0,5.0,8.0,5330.0,6.0,1.1428571428571428,0.125,592.2222222222222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2
PRV51134,No,0.0,0.0,0.0,0.0,15.0,7610.0,507.3333333333333,12.0,15.0,7610.0,12.0,1.1538461538461537,0.0,475.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,
PRV51135,No,0.0,0.0,0.0,0.0,5.0,300.0,60.0,2.0,5.0,300.0,2.0,1.6666666666666667,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
PRV51136,No,1.0,20000.0,20000.0,1.0,0.0,0.0,0.0,0.0,1.0,20000.0,1.0,0.5,1.0,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
PRV51137,No,1.0,6000.0,6000.0,1.0,54.0,10050.0,186.11111111111111,50.0,55.0,16050.0,51.0,1.0576923076923077,0.01818181818181818,286.60714285714283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,2.0,7.0,6.0,0.0,4.0,4.0,6.0,3.0,9.0,3
PRV51138,No,1.0,6000.0,6000.0,1.0,25.0,7430.0,297.2,20.0,26.0,13430.0,21.0,1.1818181818181819,0.038461538461538464,497.4074074074074,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,3.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,3
PRV51139,No,7.0,41300.0,5900.0,7.0,36.0,11280.0,313.3333333333333,35.0,43.0,52580.0,42.0,1.0,0.1891891891891892,1195.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,5.0,1.0,2.0,3.0,5.0,1.0,2.0,4.0,5.0,"14, 3, 45"
PRV51140,No,47.0,307400.0,6540.425531914893,45.0,440.0,145730.0,331.20454545454544,363.0,487.0,453130.0,408.0,1.1907090464547678,0.10657596371882086,928.5450819672132,0.0,1.0,0.0,2.0,4.0,4.0,4.0,5.0,3.0,8.0,4.0,5.0,2.0,5.0,1.0,36.0,34.0,36.0,33.0,38.0,48.0,37.0,42.0,37.0,39.0,29.0,30.0,"14, 3"
PRV51141,No,0.0,0.0,0.0,0.0,71.0,19490.0,274.50704225352115,37.0,71.0,19490.0,37.0,1.868421052631579,0.0,270.69444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,6.0,5.0,8.0,4.0,5.0,8.0,8.0,7.0,4.0,
PRV51142,No,7.0,97000.0,13857.142857142857,5.0,44.0,7570.0,172.04545454545453,35.0,51.0,104570.0,40.0,1.2439024390243902,0.15555555555555556,2010.9615384615386,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,3.0,4.0,8.0,2.0,1.0,3.0,5.0,2.0,4.0,7.0,3
PRV51143,No,0.0,0.0,0.0,0.0,77.0,20450.0,265.5844155844156,68.0,77.0,20450.0,68.0,1.1159420289855073,0.0,262.1794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,6.0,7.0,8.0,7.0,9.0,4.0,7.0,3.0,5.0,5.0,
PRV51144,No,4.0,53000.0,13250.0,4.0,26.0,8220.0,316.15384615384613,25.0,30.0,61220.0,29.0,1.0,0.14814814814814814,1974.8387096774193,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,3.0,2.0,5.0,1.0,3
PRV51145,Yes,161.0,1600600.0,9941.614906832297,125.0,41.0,5750.0,140.2439024390244,39.0,202.0,1606350.0,164.0,1.2242424242424241,3.8333333333333335,7913.054187192119,0.0,1.0,13.0,18.0,14.0,9.0,10.0,11.0,14.0,12.0,19.0,17.0,16.0,7.0,0.0,2.0,6.0,5.0,1.0,2.0,1.0,1.0,11.0,2.0,6.0,4.0,0.0,"3, 50"
PRV51146,Yes,162.0,1618200.0,9988.888888888889,157.0,190.0,62710.0,330.05263157894734,177.0,352.0,1680910.0,334.0,1.0507462686567164,0.8481675392670157,4761.784702549575,0.0,5.0,19.0,5.0,11.0,15.0,11.0,19.0,4.0,14.0,14.0,19.0,14.0,12.0,0.0,17.0,17.0,17.0,14.0,19.0,24.0,16.0,14.0,12.0,11.0,16.0,13.0,"16, 23, 24"
PRV51147,No,0.0,0.0,0.0,0.0,32.0,8860.0,276.875,32.0,32.0,8860.0,32.0,0.9696969696969697,0.0,268.4848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,8.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,
PRV51148,Yes,34.0,398400.0,11717.64705882353,33.0,296.0,90260.0,304.93243243243245,230.0,330.0,488660.0,263.0,1.25,0.11447811447811448,1476.3141993957704,0.0,0.0,2.0,8.0,5.0,0.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,31.0,25.0,30.0,25.0,28.0,24.0,29.0,27.0,21.0,22.0,18.0,14.0,"24, 29, 3"
PRV51149,Yes,116.0,1113000.0,9594.827586206897,108.0,32.0,7680.0,240.0,28.0,148.0,1120680.0,136.0,1.0802919708029197,3.515151515151515,7521.342281879195,0.0,1.0,16.0,8.0,8.0,13.0,9.0,6.0,15.0,11.0,7.0,7.0,7.0,8.0,0.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,1.0,"3, 5"
PRV51151,No,22.0,142000.0,6454.545454545455,22.0,211.0,59300.0,281.042654028436,203.0,233.0,201300.0,225.0,1.0309734513274336,0.10377358490566038,860.2564102564103,0.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,25.0,25.0,22.0,15.0,14.0,16.0,14.0,15.0,20.0,14.0,16.0,15.0,"14, 3, 32"
PRV51152,No,0.0,0.0,0.0,0.0,83.0,25770.0,310.48192771084337,39.0,83.0,25770.0,39.0,2.075,0.0,306.7857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,7.0,7.0,11.0,4.0,10.0,5.0,5.0,9.0,8.0,5.0,
PRV51153,No,4.0,51000.0,12750.0,4.0,83.0,20490.0,246.86746987951807,79.0,87.0,71490.0,83.0,1.0357142857142858,0.047619047619047616,812.3863636363636,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,9.0,7.0,4.0,5.0,5.0,10.0,7.0,5.0,9.0,3.0,9.0,"3, 5"
PRV51154,No,0.0,0.0,0.0,0.0,161.0,45750.0,284.16149068322983,147.0,161.0,45750.0,147.0,1.087837837837838,0.0,282.4074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,17.0,14.0,15.0,7.0,17.0,9.0,12.0,13.0,17.0,13.0,
PRV51155,No,0.0,0.0,0.0,0.0,115.0,26330.0,228.95652173913044,110.0,115.0,26330.0,110.0,1.0360360360360361,0.0,226.98275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,10.0,6.0,6.0,14.0,10.0,14.0,4.0,11.0,10.0,10.0,
PRV51156,No,0.0,0.0,0.0,0.0,542.0,140640.0,259.48339483394835,425.0,542.0,140640.0,425.0,1.272300469483568,0.0,259.0055248618784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,33.0,55.0,40.0,52.0,44.0,52.0,39.0,46.0,37.0,51.0,41.0,
PRV51159,Yes,65.0,635660.0,9779.384615384615,60.0,504.0,162130.0,321.68650793650795,448.0,569.0,797790.0,508.0,1.117878192534381,0.12871287128712872,1399.6315789473683,0.0,1.0,5.0,4.0,5.0,5.0,5.0,6.0,11.0,5.0,5.0,4.0,5.0,4.0,2.0,49.0,43.0,43.0,39.0,46.0,33.0,54.0,30.0,42.0,39.0,45.0,39.0,"13, 16, 27"
PRV51160,No,90.0,866000.0,9622.222222222223,87.0,24.0,6020.0,250.83333333333334,24.0,114.0,872020.0,111.0,1.0178571428571428,3.6,7582.782608695652,0.0,1.0,9.0,5.0,11.0,6.0,7.0,9.0,13.0,3.0,6.0,5.0,11.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,"24, 3, 5"
PRV51164,No,41.0,443000.0,10804.878048780487,40.0,350.0,113980.0,325.65714285714284,298.0,391.0,556980.0,338.0,1.1533923303834808,0.1168091168091168,1420.8673469387754,0.0,0.0,6.0,5.0,1.0,6.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,1.0,39.0,30.0,29.0,37.0,24.0,24.0,38.0,23.0,27.0,28.0,31.0,19.0,3
PRV51165,No,26.0,306000.0,11769.23076923077,26.0,72.0,23700.0,329.1666666666667,71.0,98.0,329700.0,97.0,1.0,0.3561643835616438,3330.3030303030305,0.0,0.0,3.0,1.0,3.0,2.0,4.0,0.0,3.0,1.0,5.0,3.0,1.0,0.0,0.0,7.0,6.0,5.0,9.0,6.0,5.0,6.0,11.0,4.0,5.0,2.0,6.0,"14, 24, 3"
PRV51166,No,1.0,22000.0,22000.0,1.0,4.0,2870.0,717.5,4.0,5.0,24870.0,5.0,0.8333333333333334,0.2,4145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3
PRV51167,No,0.0,0.0,0.0,0.0,190.0,51980.0,273.57894736842104,182.0,190.0,51980.0,182.0,1.0382513661202186,0.0,272.14659685863876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,23.0,16.0,16.0,14.0,11.0,15.0,19.0,19.0,13.0,14.0,
PRV51168,No,9.0,63000.0,7000.0,9.0,78.0,17470.0,223.97435897435898,77.0,87.0,80470.0,86.0,1.0,0.11392405063291139,914.4318181818181,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,8.0,9.0,2.0,5.0,6.0,8.0,9.0,5.0,3.0,10.0,8.0,"3, 5"
PRV51169,No,0.0,0.0,0.0,0.0,77.0,19380.0,251.6883116883117,74.0,77.0,19380.0,74.0,1.0266666666666666,0.0,248.46153846153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,7.0,6.0,7.0,6.0,5.0,7.0,6.0,5.0,7.0,5.0,
PRV51170,Yes,8.0,145000.0,18125.0,8.0,8.0,820.0,102.5,8.0,16.0,145820.0,16.0,0.9411764705882353,0.8888888888888888,8577.64705882353,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,"14, 3, 5"
PRV51171,No,0.0,0.0,0.0,0.0,59.0,13820.0,234.23728813559322,59.0,59.0,13820.0,59.0,0.9833333333333333,0.0,230.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,4.0,3.0,3.0,10.0,6.0,5.0,3.0,7.0,4.0,
PRV51173,Yes,7.0,90000.0,12857.142857142857,7.0,15.0,6290.0,419.3333333333333,14.0,22.0,96290.0,21.0,1.0,0.4375,4186.521739130435,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,"14, 3, 5"
PRV51175,No,0.0,0.0,0.0,0.0,41.0,9650.0,235.3658536585366,39.0,41.0,9650.0,39.0,1.025,0.0,229.76190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,4.0,4.0,0.0,6.0,4.0,4.0,3.0,3.0,2.0,
PRV51176,No,0.0,0.0,0.0,0.0,445.0,145980.0,328.0449438202247,399.0,445.0,145980.0,399.0,1.1125,0.0,327.30941704035877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,36.0,39.0,37.0,51.0,32.0,35.0,38.0,29.0,34.0,33.0,32.0,
PRV51178,Yes,34.0,422000.0,12411.764705882353,33.0,31.0,9180.0,296.1290322580645,31.0,65.0,431180.0,64.0,1.0,1.0625,6533.030303030303,0.0,0.0,2.0,2.0,4.0,1.0,2.0,6.0,4.0,3.0,4.0,2.0,0.0,4.0,1.0,3.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,0.0,3.0,3.0,"14, 3"
PRV51179,No,0.0,0.0,0.0,0.0,26.0,5000.0,192.30769230769232,26.0,26.0,5000.0,26.0,0.9629629629629629,0.0,185.1851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0,1.0,2.0,3.0,
PRV51180,No,2.0,47000.0,23500.0,2.0,127.0,47240.0,371.9685039370079,84.0,129.0,94240.0,86.0,1.4827586206896552,0.015625,724.9230769230769,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,18.0,10.0,10.0,10.0,7.0,14.0,12.0,8.0,10.0,10.0,"3, 5"
PRV51181,No,0.0,0.0,0.0,0.0,10.0,2150.0,215.0,10.0,10.0,2150.0,10.0,0.9090909090909091,0.0,195.45454545454547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,
